"SYSTEM","PARENTID","DEPARTMENT","DESCRIPTION","SYNTURF_Location","System_Type","Turf_Type","Infill_Material","JOP","Maint_By","Maint_By_Spec","Construction_Entity","Construction_Entity_Spec","Contract_Type","Contract_Number","Commission_Date","RETIRED","Borough","Shape","FeatureStatus"
"Q410-SYNTURF-0082","Q410","Q-03","Hinton Park","34th Avenue and 113th Street","Field Group","Infill","Rubber Crumb","false","DPR","NULL",,"NULL",,"NULL","10/01/2015","False","Q","MULTIPOLYGON (((-73.85484705789617 40.756551181291535, -73.85491052326837 40.75653246857681, -73.85492130025784 40.75650502391018, -73.85502436063697 40.75647296956225, -73.85504083070838 40.75648280220618, -73.8551850327356 40.75643789162055, -73.85518312555065 40.756427268650924, -73.85526862679694 40.75640087330342, -73.85527621924896 40.756411037852565, -73.85548613497865 40.756345707601, -73.85549724012996 40.75633063354779, -73.855494247119 40.75630793253022, -73.85513132369812 40.7555992986291, -73.85510661363615 40.75560384662636, -73.8550681614353 40.755522134923666, -73.85508760367229 40.7555112641554, -73.85506249250484 40.75546070064165, -73.85499991472744 40.75543772561095, -73.85493094739289 40.75545808657874, -73.85493017282712 40.75547824974465, -73.85481088839316 40.755511197577725, -73.85480668142968 40.75549792241159, -73.8546983560444 40.75553117750583, -73.85470173751062 40.75554612117366, -73.85461406818042 40.75557282584203, -73.85461202548132 40.7555603215324, -73.85437335360753 40.75563129154044, -73.85437980503877 40.75565410052009, -73.8543488566603 40.75566182556009, -73.85478444448577 40.756527275880615, -73.85484705789617 40.756551181291535)))","Active"
"M022-SYNTURF-0075","M022","M-04","De Witt Clinton Park","11th Avenue and West 53rd Street","Field Group","Infill","EPDM","false","DPR","NULL","Other","Applied Landscape Technology","Capital","MG-718M","07/01/2019","False","M","MULTIPOLYGON (((-73.99408686325361 40.76866374939137, -73.99415418204889 40.76864853881977, -73.99469977135601 40.76790461239118, -73.99468414486911 40.767865001218766, -73.99454070293888 40.767808115100614, -73.99444818846607 40.76777142596306, -73.99435702310447 40.76773527171626, -73.99431214537772 40.767721938453676, -73.99421337322522 40.76769259332568, -73.99415489996251 40.76767522055934, -73.99408016465196 40.76767126263213, -73.99400525717364 40.76767214755606, -73.99393072116028 40.76767786725497, -73.99385710143238 40.767688382136335, -73.99378493452384 40.76770361388716, -73.9937147451287 40.76772345267721, -73.99358233135388 40.76777633735907, -73.99352107111078 40.76780899879909, -73.99346371191713 40.76784549927465, -73.99341067308161 40.76788557136602, -73.99336234075473 40.767928923338125, -73.99312188234504 40.768287119655035, -73.99315046319032 40.768350877910066, -73.99366741974062 40.76855297597464, -73.99373363092033 40.768539393698035, -73.99374830070913 40.76852072975831, -73.99408686325361 40.76866374939137)))","Active"
"B008-SYNTURF-0072","B008","B-16","Betsy Head Park","Strauss Street & Livonia Ave","Field Group","Infill","Coated Sand","false","DPR","NULL",,"NULL","Capital","NULL","08/01/2017","False","B","MULTIPOLYGON (((-73.91436151754283 40.663128704073976, -73.91435078814554 40.66312870419045, -73.91442589046314 40.663108357980335, -73.91450099237291 40.663051389511985, -73.91455463663165 40.66297407499498, -73.91456000085941 40.66291303656061, -73.91439906795446 40.66230265209481, -73.91436151682507 40.6622578900784, -73.91430250892638 40.66220905884079, -73.91425422921633 40.66218871260931, -73.91420594920703 40.662180574662024, -73.91413084736806 40.662176505021314, -73.91327790479929 40.662306721032984, -73.9132564475713 40.66232299790288, -73.91321889645408 40.66234334467058, -73.91317598131921 40.66237182894876, -73.91314915952225 40.66240845252575, -73.91312770174876 40.66244507564482, -73.91311697214795 40.662497975597326, -73.91311697236132 40.66253866814461, -73.9132618113801 40.66308801245034, -73.91327790456486 40.663124635086426, -73.91330472654596 40.66315718826725, -73.91334227781864 40.66317346548326, -73.91340128634465 40.66321008800439, -73.91348175304549 40.66323450302391, -73.9135729483852 40.66323857257228, -73.91436151754283 40.663128704073976)))","Active"
"Q094-SYNTURF-0049","Q094","Q-10","Pals Oval","N. Conduit Ave & 88 St","Field Group","Infill","Uncoated Sand","false","DPR","NULL",,"NULL","Capital","NULL","10/01/2018","False","Q","MULTIPOLYGON (((-73.84874856476861 40.67227357100134, -73.84881477511355 40.672271951548254, -73.84908105669581 40.672031978511065, -73.84907997247734 40.67201353541041, -73.84914806586691 40.671957871033655, -73.84927750918293 40.67199275560042, -73.84939050487611 40.67175826948641, -73.84955569346073 40.67162211588886, -73.84952706682022 40.67159337358449, -73.84947150035227 40.67154576172352, -73.84943216758492 40.67152447607243, -73.84892899916503 40.6713300432888, -73.84824181449888 40.671133833028506, -73.84817830515122 40.671154261204386, -73.84807444198972 40.671353734415824, -73.84797493426451 40.67168910034091, -73.84846286939903 40.672030236588206, -73.84846368519777 40.672051702375406, -73.84874856476861 40.67227357100134)))","Active"
"B214-SYNTURF-0074","B214","B-05","Linden Park - Brooklyn","Linden Boulevard & Vermont Street","Field Group","Infill","Uncoated Sand","false","DPR","NULL",,"NULL","Capital","NULL","10/03/2016","False","B","MULTIPOLYGON (((-73.88825804980047 40.65919757686077, -73.88791326340552 40.65874687557436, -73.8879142023331 40.658737706521066, -73.8878703196227 40.65874583684701, -73.88782843331273 40.658758667102155, -73.88675732441324 40.659219697346174, -73.8866970317774 40.65926054307145, -73.88703520941482 40.659723874848716, -73.88712144242218 40.659704929772424, -73.8881846364437 40.65924659992248, -73.88825804980047 40.65919757686077)))","Active"
"Q002-SYNTURF-0047","Q002","Q-05","Grover Cleveland Playground","Fairview Avenue & Stanhope Street","Field Group","Infill","Uncoated Sand","false","DPR","NULL",,"NULL","Capital","NULL","10/01/2018","False","Q","MULTIPOLYGON (((-73.9109996057456 40.71027280498484, -73.91167865528419 40.71066178695472, -73.91202197766981 40.71033038253165, -73.911421163037 40.70997661155634, -73.91143457442224 40.70996237938737, -73.91136405724663 40.70992581297759, -73.9113004635716 40.70993594877791, -73.91130046373937 40.70994204794169, -73.91126023102841 40.70996847936157, -73.91127707784197 40.709994254176806, -73.9109996057456 40.71027280498484)))","Active"
"M225-SYNTURF-0049","M225","M-11","Wagner Playground","2nd Ave & E 121st Street","Field Group","Infill","Uncoated Sand","true","DPR","NULL",,"NULL","Capital","NULL","09/01/2017","False","M","MULTIPOLYGON (((-73.93504401038935 40.80020523079801, -73.9352471536755 40.79992238386491, -73.9352811514986 40.799840344047, -73.93528843568885 40.799797632945676, -73.935289079526 40.7997545705233, -73.93527050433825 40.799669745652686, -73.93522644062132 40.79959049765938, -73.93515929095093 40.79952114936275, -73.93507272157615 40.7994654857862, -73.934762814128 40.7993355803512, -73.93436856422099 40.79987784445017, -73.93438830463899 40.79992871499533, -73.93504401038935 40.80020523079801)))","Active"
"B193-SYNTURF-0073","B193","B-09","Hamilton Metz Field","East New York Ave & Albany Ave","Field Group","Infill","Uncoated Sand","false","DPR","NULL",,"NULL","Capital","NULL","11/01/2017","False","B","MULTIPOLYGON (((-73.94076610058748 40.66271966680751, -73.94079238294023 40.66271961009788, -73.94082893996838 40.66277616693007, -73.94175315184647 40.662719292833714, -73.94180102773872 40.66267713597689, -73.94176987038527 40.66227952239518, -73.94177452387201 40.66227256465911, -73.94175611597464 40.662271619703525, -73.94169315734017 40.662222672655375, -73.94076254834941 40.66228004726462, -73.94076292763081 40.66232701119397, -73.94076441599786 40.662326199694604, -73.94076610058748 40.66271966680751)), ((-73.94076610058748 40.66271966680751, -73.94076292763081 40.66232701119397, -73.94072841713579 40.66234583762441, -73.94076610058748 40.66271966680751)))","Active"
"R106-SYNTURF-0013","R106","R-03","Bloomingdale Park Soccer 2","Lenevar Av and Ionia Ave","Field Group","Infill","Rounded Sand","false","DPR","NULL","DPR","NULL","Capital","R106-116M","11/01/2020","False","R","MULTIPOLYGON (((-74.20884731401307 40.53421866197959, -74.20941057767466 40.53364787240073, -74.20888486504663 40.53335432163385, -74.20832160137445 40.53393938384523, -74.20884731401307 40.53421866197959)))","Active"
"R106-SYNTURF-0012","R106","R-03","Bloomingdale Park","Romona  Avenue and Maguire Avenue","Field Group","Infill","Rounded Sand","false","DPR","NULL","DPR","NULL","Capital","R106-116M","11/01/2020","False","R","MULTIPOLYGON (((-74.21005967225183 40.53463248158677, -74.21099113923385 40.53411135412534, -74.21060952404699 40.53372329865908, -74.2096734342191 40.53425127821739, -74.21005967225183 40.53463248158677)))","Active"
"B058-SYNTURF-0071","B058","B-01","McCarren Park","Bayard Street and Lorimer Street","Field Group","Infill","Rounded Sand","false","DPR","NULL","DPR","NULL","Capital","B058-116M","01/24/2019","False","B","MULTIPOLYGON (((-73.95136455980706 40.72070837416388, -73.95141811061795 40.72070253175254, -73.9515198596213 40.72067515592019, -73.95160864329809 40.72062858918827, -73.95167829989252 40.72056606633316, -73.95172399370637 40.720491924918406, -73.95173679221095 40.72045208362607, -73.95174117858429 40.72037032007472, -73.95173218250724 40.7203159696357, -73.95169772792421 40.72010781314448, -73.95167048258146 40.7199683478545, -73.95164082966139 40.71976406554435, -73.95160772608858 40.719564069098276, -73.9515819683586 40.71948562025318, -73.9515591628735 40.719448985120565, -73.95153022350566 40.71941492826256, -73.9514956516643 40.719384036117695, -73.95141207205505 40.71933381005375, -73.95131415468305 40.71930175015719, -73.95126189133732 40.719293273156715, -73.95120861339491 40.71929005558105, -73.95110268379378 40.71929952722945, -73.9510036309477 40.719329516224185, -73.95095883705704 40.71935161367666, -73.9509182451959 40.71937796511104, -73.95085238166067 40.71944155353803, -73.95081217604749 40.71950891882411, -73.95079563658025 40.719595967652374, -73.95081485772575 40.71973863374371, -73.95083834209923 40.719883003613184, -73.9508524389174 40.71997060132634, -73.95086313858009 40.72003136599521, -73.95087274593715 40.72009679393706, -73.95089590540465 40.72024072149876, -73.95092751105685 40.720444035872305, -73.95094491824881 40.7204983260214, -73.95096561842774 40.720536211181994, -73.95099272238927 40.72057169920606, -73.95106415031084 40.72063306330938, -73.95110722993023 40.720657870845045, -73.9512043783783 40.72069357855013, -73.9512567539374 40.72070385754227, -73.95131046019615 40.72070881866258, -73.95136455980706 40.72070837416388)))","Active"
"M240-SYNTURF-0048","M240","M-12","Audubon Playground","Audubon Ave and W 169 St","Play Area","Infill","Coated Sand","false","DPR","NULL",,"NULL","Capital","NULL","09/01/2020","False","M","MULTIPOLYGON (((-73.93839797100033 40.84163210164086, -73.93843330059094 40.84158406748498, -73.93852407833623 40.841460647477064, -73.93829753000765 40.84136454293556, -73.93826561675326 40.84135100495336, -73.93813950895908 40.84152245883783, -73.93817142227006 40.841535996854525, -73.93839797100033 40.84163210164086)))","Removed"
"M206-SYNTURF-0047","M206","B-03","Tanahey Playground","Cherry St and Catherine Slip","Field Group","Infill","Coated Sand",,"DPR","NULL",,"NULL",,"NULL","01/01/2020","False","M","MULTIPOLYGON (((-73.99572236027839 40.710195350059266, -73.9956608839148 40.7099595201606, -73.99494129867041 40.71007248149431, -73.99500194807904 40.710304092844446, -73.99572236027839 40.710195350059266)))","Active"
"Q004-SYNTURF-0046","Q004","Q-01","Astoria Park","Astoria Park S and Shore Blvd","Field Group","Infill","Uncoated Sand",,"DPR","NULL",,"NULL",,"NULL","10/29/2019","False","Q","MULTIPOLYGON (((-73.9264241292509 40.777006654244715, -73.92583091906766 40.77621907155197, -73.92518954667835 40.776507245574436, -73.92524998928873 40.7765878140604, -73.92572568144264 40.777221889166746, -73.92579042021991 40.77730818192265, -73.9258893672151 40.777392893752015, -73.92602397174508 40.77744151103204, -73.92617286386596 40.777446317049865, -73.92631240440276 40.777406546517405, -73.9264204413662 40.7773285158591, -73.92647982236917 40.77722461144023, -73.9264811201829 40.77711132903191, -73.9264241292509 40.777006654244715)))","Active"
"B135-SYNTURF-0033","B135","B-01","Newtown Barge Playground","Commercial St and Dupont St","Field Group","Infill","Rounded Sand",,,"NULL",,"NULL",,"NULL","01/01/2019","False","B","MULTIPOLYGON (((-73.96013365650366 40.73628623555079, -73.96026094983583 40.73622895231922, -73.96036340438144 40.736147815853485, -73.96043352278272 40.736048760691546, -73.96046617828625 40.73593903512049, -73.96045897846591 40.735826667278396, -73.96041245255729 40.73571987717526, -73.96033000438865 40.73562647784233, -73.96021766523931 40.73555330253948, -73.95974448326677 40.73581227725812, -73.95973510376967 40.73586489245458, -73.95994568526427 40.73608751649924, -73.96013365650366 40.73628623555079)))","Active"
"Q099-SYNTURF-0014","Q099","Q-15","FMCP Soccer-07","United Nations Avenue South","Field Group","Infill","Coated Sand","false","DPR","NULL","DPR","NULL","Capital","Q099-601M","11/20/2003","False","Q","MULTIPOLYGON (((-73.84127384214013 40.74609093866421, -73.84139591306916 40.746964686828456, -73.84196495470196 40.74691824907669, -73.84182786961118 40.74604113911712, -73.84127384214013 40.74609093866421)))","Removed"
"B028-SYNTURF-0006","B028","B-10","Dyker Beach-Soccer-03","14th Avenue and Benson Avenue","Field Group","Infill","Coated Sand","false","DPR","NULL","DPR","NULL","Capital","B028-116M","01/01/2019","False","B","MULTIPOLYGON (((-74.01494533855269 40.61172076882025, -74.0156533589615 40.61190916808154, -74.01609422811674 40.61095097418832, -74.01538261033704 40.61076284376083, -74.01494533855269 40.61172076882025)))","Active"
"M038-SYNTURF-0011","M038","M-02","James J Walker Park","Clarkson Street and Hudson Street","Field Group","Infill","Coated Sand","false","DPR","NULL","DPR","NULL","Capital","MG038-111M","08/30/2013","False","M","MULTIPOLYGON (((-74.00611952741093 40.729517494374065, -74.00607694054577 40.72977050170864, -74.00632962985401 40.73003128256481, -74.00645683303718 40.730077793970075, -74.00670774476924 40.73010476876711, -74.00678800658017 40.7296391381257, -74.00672526290936 40.72957501209109, -74.00611952741093 40.729517494374065)))","Active"
"B068-SYNTURF-0017","B068","B-14","Parade Ground Football-09","Caton Avenue and Rugby Road","Field Group","Infill","Rubber Crumb","false","DPR","NULL","DPR","NULL","Capital","B068-199","06/22/2001","False","B","MULTIPOLYGON (((-73.96698720114165 40.65011760702733, -73.96757735213625 40.65099487267708, -73.96826762109694 40.65072610313514, -73.96828641485669 40.65067547762255, -73.96774326849322 40.649860468948575, -73.9676783648599 40.6498453211307, -73.96698720114165 40.65011760702733)))","Active"
"X299-SYNTURF-0032","X299","X-03","Little Claremont Park","Crotona Park East & Crotona Park North","Play Area","Non-Infill","Not Applicable","false","DPR","NULL","DPR","NULL","Capital","X299-116M","12/21/2018","False","X","MULTIPOLYGON (((-73.90379216862644 40.838539816842406, -73.903727947914 40.838650057561054, -73.90395195293605 40.838722480142486, -73.90395556776978 40.83872270107219, -73.90395744953499 40.838722643206545, -73.90395929221683 40.83872255469152, -73.90396466691229 40.83872092116826, -73.90396608741784 40.838720061478774, -73.90396745461828 40.83871916662563, -73.90397055592138 40.83871619127418, -73.90402280905694 40.83862659689554, -73.90402323924657 40.83862345723096, -73.90402331353873 40.838622094845434, -73.90402330092442 40.83862015427041, -73.90402272076493 40.83861793857242, -73.90402158053739 40.83861683992145, -73.90402012405639 40.83861551678428, -73.90401862050938 40.83861394327058, -73.9040171025446 40.838612501216964, -73.90379216862644 40.838539816842406)))","Active"
